coin,fundingRate,premium,time,funding_zscore,liquidation_risk
BTC,-0.00135495,-0.0006083959,2026-01-23 02:00:00.028,-2.1909979961263484,short_squeeze_risk
BTC,-0.00111454,-0.0005891634,2026-01-23 03:00:00.122,-1.925075255735453,normal
BTC,-0.00094639,-0.0005757116,2026-01-23 04:00:00.017,-1.7390808761475443,normal
BTC,-0.00120059,-0.0005960475,2026-01-23 05:00:00.154,-2.0202570360716976,short_squeeze_risk
BTC,-0.00130646,-0.0006045166,2026-01-23 06:00:00.112,-2.137362150356395,short_squeeze_risk
BTC,-0.00060494,-0.0005483955,2026-01-23 07:00:00.066,-1.3613955897348688,normal
BTC,-0.00154881,-0.0006239049,2026-01-23 08:00:00.100,-2.4054307670268065,short_squeeze_risk
BTC,-0.00110074,-0.000588059,2026-01-23 09:00:00.005,-1.9098107749842597,normal
BTC,-0.00134951,-0.0006079607,2026-01-23 10:00:00.058,-2.184980693569356,short_squeeze_risk
BTC,-0.00091655,-0.000573324,2026-01-23 11:00:00.030,-1.706074201827573,normal
BTC,0.00019514,-0.0004843886,2026-01-23 12:00:00.029,-0.4764096651396034,normal
BTC,-1.744e-05,-0.0005013949,2026-01-23 13:00:00.018,-0.7115490360155927,normal
BTC,-0.0001825199999999,-0.0005146016,2026-01-23 14:00:00.013,-0.8941476216971469,normal
BTC,-0.00128511,-0.0006028084,2026-01-23 15:00:00.048,-2.113746450063788,short_squeeze_risk
BTC,-0.00073694,-0.0005589551,2026-01-23 16:00:00.010,-1.5074036664854125,normal
BTC,-0.00098383,-0.0005787063,2026-01-23 17:00:00.061,-1.7804940760986077,normal
BTC,-0.0002276,-0.0005182079,2026-01-23 18:00:00.037,-0.9440115921511554,normal
BTC,0.00017668,-0.0004858656,2026-01-23 19:00:00.047,-0.4968286734488082,normal
BTC,0.00027068,-0.0004783458,2026-01-23 20:00:00.055,-0.3928532248537241,normal
BTC,-0.00012559,-0.000510047,2026-01-23 21:00:00.085,-0.8311761079896177,normal
BTC,-0.00078186,-0.0005625487,2026-01-23 22:00:00.039,-1.55709065745234,normal
BTC,-0.00020339,-0.0005162711,2026-01-23 23:00:00.085,-0.9172323835289534,normal
BTC,-0.0008298299999999,-0.0005663867,2026-01-24 00:00:00.017,-1.6101513198895292,normal
BTC,-7.616e-05,-0.0005060931,2026-01-24 01:00:00.061,-0.7765005077337134,normal
BTC,8.935e-05,-0.0004928517,2026-01-24 02:00:00.093,-0.5934262896808157,normal
BTC,0.00049582,-0.0004603346,2026-01-24 03:00:00.032,-0.1438209642505618,normal
BTC,3.08e-06,-0.0004997538,2026-01-24 04:00:00.067,-0.6888514168116445,normal
